0	@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.
0	@rogerweir no but I have the option of a replacement iPhone 4s ?Not sure if I want one after having 2 duff iPhones.@O2 @iphone4s @apple
4	From which companies do you experience the best customer service aside from @zappos and @apple?
0	So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?
0	You know @apple It's been almost a week since I paid for iTunes Match I would really like to use it. Any ETA on a fix?
4	Just apply for a job at @Apple hope they call me lol
4	RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol
4	Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol
0	removing all @apple shit.
0	So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple
4	RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!
4	Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple
0	What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.
4	Just registered as an @apple developer... Here's hoping I can actually do it... Any help greatly appreciated!
0	@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em
0	Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
4	你好 ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones &amp; their uber useful flashcard apps 
0	@bisquiat @Apple the upgrade just slows down my phone so much it's stuck half the time. uch. thankfully no other damage. sucks for you :(
0	@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.
0	Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
4	Oh no! @Apple watch out! @Motorola released another &quot;iPhone Killer&quot;.... Hahahahaha! @Motorola = #wannabe
4	Come to the dark side “@gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.”
0	@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO
4	@HaendelBalzora @apple #gamechanger
4	Hey @apple if you send me a free iPhone (any version will do) I will publicly and ceremoniously burn my #BlackBerry.
4	Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards
0	Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
0	@FishMama: If you made a purchase just wait for the @apple survey! hate going b/c of the bad #custserv
4	Just got my first @Apple iPhone sorry @Blackberry another one bites the dust.
0	Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT &amp; @Apple. Hero of my day!
0	@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the &quot;newest&quot; model are suckers...
0	Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.
4	Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today out of warranty.
0	@APPLE Wow @MOTOROLA Just crushed your dreams....
0	Time to play a game called wait at the @apple store forever because the tourists are taking forever with their genius appointments.
0	RT @phxguy88: Oh just fuck you @apple. Already?? ---&gt; iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
0	Oh just fuck you @apple. Already?? ---&gt; iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
0	@Apple you need to make it easier for people to know what songs that have downloaded from iTunes: http://t.co/8iAaraLR
0	@apple No I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now
4	@DailyDealChat @apple Thanks!!
0	WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!
0	@Apple on the #iPad with #iOS5 why has the Messages Icon been included when it can't be used?
0	@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&amp;T
4	iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes
0	Interesting... @apple now requires you to have a reservation ? #apple #iphone #4S : http://t.co/zZK4fTii
4	@apple..good ipad
4	@apple @siri is efffing amazing!!
0	@apple why is my iPhone battery so crappy #fail
0	My @Apple @macbook keyboard will not type :(
4	Amazing new @Apple iOs 5 feature. http://t.co/jatFVfpM
4	RT @TripLingo: We're one of a few &quot;Featured Education Apps&quot; on the @Apple **Website** today sweet! http://t.co/0yWvbe1Z
4	We're one of a few &quot;Featured Education Apps&quot; on the @Apple **Website** today sweet! http://t.co/0yWvbe1Z
4	When you want something done right you do it yourself... or go to @Apple. AT&amp;T you're useless these days. #yourdaysarenumbered
4	We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16
4	&lt;3 #ios5 @apple
0	@lynnwi I wish. @apple isn't known for giving users options besides blue or gray…..
4	---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?
0	@Apple has THE WORST customer tech support. EVER.
0	Why doesn't @apple iCloud sync Stickies? They've always been around just nothing every progressed w/ them!! Why apple why? @gruber
0	@apple your new &quot;Save a Version&quot; function in Pages is absolutely the most awful interrupting counter-intuitive piece of crap in the world
0	Dear @Apple I should not have to hack my 10.7 Lion Mac to make it useable: http://t.co/6cQsL4qw
4	RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. :) Way to go @Apple!
0	I hate my @apple computer. Thats 3500 dollars down the drain.
0	Anyone else angry because @apple pulled everyone's access to the Siri App just so they could make it exclusive to the new iPhone 4S? RT THIS
4	I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. :) Way to go @Apple!
0	@apple my iPhone is charging very slowly!!!!!
4	@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN
0	@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem or give me the ipad2
0	@apple Wish I could pick month day and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!
0	9 apps in the AppStore New section aren't new just updated. There should be a rule against that. Also why is @apple's POS apps always first
0	sorry to say @apple But Your new Iphone IOS5 update Sucks a Fatty!!!!!!!!!!!!!!!!!! #SmokingPoleSucking
0	@Apple iTunes is the worst program ever. For such a great phone you make some awful software.
4	At the bus with my iPhone ;) thxx @apple
0	One would think the voice recognition on the @apple tech support line would work a little better.
4	@azee1v1 @apple @umber AppStore is well done so is iTunes on the mobile devices. I was talking about desktop app.
0	@apple $319 to repair my iPad 2 Apple you've lost me and my $700 a year Android here I come!
0	So I updated my #iphone last night. It took over six hours and the majority of my apps didn't transfer. Thanks @apple
0	@azee1v1 @apple @umber Proper consolidation proper syncing stop losing my PURCHASED items checkboxes that do what you think they will do.
0	@AsimRang @apple @umber the desktop app is wack though
0	I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
0	@Apple In #iOS5 why I can't put the Newstand app in a folder? Very annoying. #iPhone
4	What a fantastic service I've been given by Malcolm and Dom at Manchester's @apple Store! Thank you guys!! :-)
0	the new @apple ios deleted at least half my apps. not cool.
4	NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad
0	Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight
0	Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
4	@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
0	#DontBeMadAtMeBecause #Android is by far better than @Apple
0	@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
0	@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
0	Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.
0	Upgrded MacbookAir to 10.7.2 iPhone to iOS5. Now iPhoto doesn't open + iPhone apps r missing. Very buggy upgrades. @apple #applefail #fail
0	Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!
0	Wtf @apple 64 pages for the new terms &amp; conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
4	@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone!
4	@bkad5161 than apologize to @apple ;)
0	fuck u @apple
0	oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
0	why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
0	. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
4	@Apple downloads of iOS 5 are proving popular with users -- http://t.co/NSHLfiUX
0	iMessage doesn't show the time a message was sent annoying @apple
4	Lmfao look at the argument I had with Siri !!@ijustine @apple http://t.co/D4VjL7SI
0	Like @apple da fuck is this shit? http://t.co/nb4DHlSg
4	Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s
0	RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”
0	Damn it @Apple!! Whatchu done to my phone??
0	Samsung seeks iPhone 4S ban in Japan and AustraliaPatent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk
0	iWish @apple would add an expandable memory slot.... I'm sorta in need of one. http://t.co/LL4r5mU4
0	@apple why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail
0	@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
0	@apple the reservation system not working shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing
0	RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 &amp; now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp
4	Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple
0	@Joelplane @apple I hear you! I've had trouble with my 3 &amp; now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp
0	@albertmal88 remember @apple is evil. #icloud entering the #dropbox market
0	I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple
0	9% now on my second full charge of the day. Pissed @Apple
4	Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
0	My #iPhone4S battery is dying like crazy @Apple!!
4	Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
0	RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
0	I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”
4	you are so blessed. @apple
0	ugh! @apple you’re reservation page for the iPhone is NOT working.
0	iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.
0	Deár iCloud I HATE U AND I HOPE YOU DIE YOU ARE THE WORST FUCKING INVENTION IN THE WORLD FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs
0	i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple
0	Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.
0	oh.. my iphone is overcapacity huh?! -____- @Apple won't let me be great!!!
0	Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!
4	#Siri now knows who my dad mom brother and girlfriend is. Thanks @apple
4	Well at least the @apple store has amazing call waiting music! #need4s
4	#sweet... #apple replaced my glass #probono. thank you @apple
4	Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad
0	@apple u guys are gay
4	loving new technology from @apple iPhone 4s mac air and iCloud are unreal #technology
0	Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE Y RESTRICTIONS ON MY SMS? Y NO TEXTS.... #iOS5 #iOS5atemydingo
4	I'm loving this new IOS5 update :) @apple
0	none of my apps work after the new ios from @apple. what do i do?!?
4	Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...
0	Seemingly endless loop of calls to @apple @ups @verizonwireless to investigate my missing #iphone4s. #crankywithnophone
4	It's beautiful isn't it? That's what all my photos turn into now... @apple http://t.co/5DxVVYxm
0	@Wisconsin_Mommy @apple that's terrible! I hope you get an apology!
0	@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
0	@chascouponmom @apple I get they are busy w/ the new phone but I just wanted to buy a stylus. they made me wait forever outside &amp; never
4	Time to go get my iPhone 4s. Looking forward to sticking it to the man by no longer paying for most texts. Thanks @apple.
0	@apple @iphone Please deliver my daughter's i4s she is driving me nuts #iphone
0	I'm givin' this stupid @apple reserve system 2days… If I cant get reservation I'll never buy any Apple products… (yup I hate contracts)
0	@sprint @bestbuy still no word on my iPhone4s preorder. Best Buy blames Sprint Sprint blames @apple I just want an honest answer. #help
0	Hey @apple the SMS full message is complete shit. Yes I'm annoyed.
4	hey @apple I hate my computer i need a #mack wanna send me a free one.
4	Thank you @apple. My new gf(iphone4s) is great! She does everything!
4	#iCloud set up was flawless and works like a champ! To the Cloud @Apple
4	@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
0	Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6
0	After the new @apple iPhone update my apps are all a mess... Can't event tweet god... My draft is full of messages aghhhhhhhh
0	@Apple your service experience is really fucking slipping (except for cute eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg
0	Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!
0	Ugh there are so many people here at the apple store. @apple can you be more efficient? Please.
0	@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'
0	What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.
4	@apple loving the new IOS5 upgrade for the iPhone!
4	The nice @apple tech support guy fixed my iTouch =D
4	Once again getting great customer service from the @apple store at millenia mall.
0	Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh
0	@apple iPhone 4S robo-brain Siri doesn’t play well outside the U.S. http://t.co/LYppovGb
4	Is it just me or is #iOS5 faster for the iPad? @apple
4	I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek
4	making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH
0	Where is my iPhone!?!?!?!@apple
0	@apple battery life suck on iOS 5
0	An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.
4	So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my water-damaged Macbook Pro!!! Wow!
0	@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk. Any plans for a new service for storage?
0	Hey @apple why can't I share a reminder list from my iPhone?Also why can't I login to the iCloud webpage to modify sharing from my phone?
0	Seriously PISSED at @apple just got a notification that our order for my iPhone 4S has been cancelled and won't ship. Wtf!?
0	@apple HEY OS 5 Really sux!!! Ur &quot;Tech Support&quot; sux!! Thanks for all you do!!!
4	New macbook is too sick @apple
4	Play on ma man. Loving the camera in the #iphone4s. Well done @apple #fb http://t.co/tmdFqRe1
4	@Apple Store I feel like adding to my collection...Can't decide between a Macbook Pro iPad 2 Macbook air or a iPhone 4 #Jap_Problems
0	Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade
0	could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous
0	Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f
4	So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.
0	@apple really disappointed with all the glitching with ios5 #whatthehell
0	GAH. @apple iOS 5 opens text messages painfully slow on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.
0	Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread
0	“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5
4	@Apple Safari Reader owns the worldwide web
0	As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad
4	I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out
0	I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
0	“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks.” in NZ?
4	#10twitterpeopleiwouldliketomeet @coollike @TheGadgetShow @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm (-2)
0	I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks.
0	You can make photo albums in the Photos app with iOS 5 but can't password protect them? Um... @apple fix that. Quickly.
0	Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall
0	Truth. RT@hanrahan52 Dear @apple you SUCK! Thanks that is all
0	Dear @apple you SUCK! Thanks that is all
4	Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp
0	RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.
4	Kind of excited. On my way to my last class right now and then going to the @Apple store so buy #MacOSC Snow Leopard and Lion :-)
0	Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even thanks
0	@apple If you want to know what customers think dont send updates with the &quot;noreply&quot; return address. Who invented that anyway. #useless
0	Attempting to download @Apple #Lion.... slow process...
0	my #siri is not working! its driving me crazy! it says it cant connect to the network. It doesnt make sense because I can use safari @apple
0	Every time I try the voice control on my iPod Touch to send an iMessage it starts playing &quot;Who Knew&quot; by Pink. Still not Flawless @Apple
4	i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
0	should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience
0	Ok Hindi keyboard in #iOS5 is something to cheer about. But @apple what about support for 20+ missing Indian languages!? #FAIL
4	Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing because you are doing it well! http://t.co/ZZc6bE0w
0	RT @ScottDugas: Warning: if iphone apps spontaneously loose data it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment
0	@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx
0	&quot;Waiting for items to copy&quot; in Itunes after everything DID copy goes on and on and on. Come on @Apple what the hell?
4	Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
0	@Apple unhappy again with service/product quality. Won't buy @Apple again.
0	Lies @apple. the battery on this new iPhone4S is definitely not any better.
0	“@philipgrey: dear @apple why you gotta go change the way &lt;input type=&quot;number&quot;&gt; is handled out of the blue?”
0	Waiting in a ridiculous line at @apple in southpointe with @Consumatory . Where the Fuck are the comment cards?
0	Been on hold with @apple customer service for 25 minutes. Wow lt's like they're #timewarnercable.
0	anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment
0	For being the inventor of the computer mouse — Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?
0	@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain genius bar wants to replace the battery. Really?
4	Apple has started an investigation on my iTunes hacker thank you @apple. Thank you
4	4 millions in a weekend 16 #iPhone4S per second. This is madness?! no this is @Apple !!!
4	4 millions in a weekend 16 #iPhone4S per second. This is madness?! no this is @Apple
0	1st impressions of #iOS5- Disappointed w upgrade restore. Lot of apps &amp; folders missing @apple do how much time went in2 orging it? #fail
0	@PrJusto Don't question the @Apple they will remember your dissent!
0	@apple: Multiple times siri is &quot;having trouble connecting to the network.&quot; Siri needs servers (and some exercise!)
0	So my iMessage still isn't working! @apple
4	.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
0	RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?
0	dear @apple why you gotta go change the way &lt;input type=&quot;number&quot;&gt; is handled out of the blue?
0	Ugh. WTF is up with all the bottlenecks @paypal @apple?
0	So incredibly frustrated with @apple right now. iOS update is a major fail 
0	+1 RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
0	@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
0	if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?
0	any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious
0	@Apple - #Siri is not working due to &quot;network problem&quot;? Seriously? Can you fix this? #iPhone4s #Fail
0	@trisha_ps @iCloud is Cloudy. @apple tech not very techy.
0	@electricsoup It has to connect to @Apple to process commands which it is failing to do right now
4	@iancollinsuk @apple I like what you did there...!
0	See @Apple that what's happen when you release iPhone 4S with same crappy design as the old phone!
4	I just sent my grandma a post card using my #CardsApp thanks @Apple
0	This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
0	Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
0	Spoke to an @Apple rep on phone &amp; could hear her tv blaring in the bg. She said &quot;I can't actually help u just direct u back to the web&quot;
0	What's wrong with Siri today @apple
0	@Apple Siri is down!
0	I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.
4	Sorry @BlackBerry I'm moving to @Apple.
0	on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.
0	Ok this @Apple software update for the #iphone is taking waaaaay too long!#annoyed
4	@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to &quot;Will it blend?&quot; Glad to hear it's still alive.
4	Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
0	@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO
4	Bravo @Apple! http://t.co/BgoTzj7K
0	@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it
4	God Bless @YouTube @apple for #appletv &amp; our bad ass system. LOVING #PrincessOfChina. GB to @coldplay &amp; @rihanna too :)
0	@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT APPLE }:0( #itjustworks
0	@Verge @apple Do you know strange bug in iMessage - no &quot;@&quot; key to start new conversation with AppleID like iPod user! :(
4	Thank you @Starbucks and @Apple for the iTunes card. My daughter loved the Grover book. #tuesday
0	@samsung @apple you do realise you're just really pissing off the customer base AS WELL AS looking petty.
4	Big thanks to @Apple - appointment in store at 9am (glitchy iPhone 4) back home twenty minutes later with a replacement phone. Woot!
0	@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.
0	@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL
4	Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
4	Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.
4	One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)
0	@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.
4	@Apple just keep getting better and better!!iCloud is amazing!!
4	This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.
4	@Apple may have gotten the iOS 5 upgrade right. #Apple cautiously optimistic.
4	RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
4	Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
4	Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone
